,Tweet,Retweets,Favorites,Friends,Descriptions,Followers,User_A,Created At
1373,"RT @ThatAngryarmy: Northeast sees coldest air, lowest wind chills in decades https://t.co/QMpZMQNGbW #ClimateChange https://t.co/8ll7ecTDLM",4,0,554,"Governments are dragging their feet. AngryArmy & angry.tribe are on a mission - climate change info, calling out deniers & greenwashers & local green projects.",241,angryman113,2023-02-06 21:02:32
1374,"RT @ThatAngryarmy: Northeast sees coldest air, lowest wind chills in decades https://t.co/QMpZMQNGbW #ClimateChange https://t.co/8ll7ecTDLM",4,0,87,Little frustrated at governments dragging their feet? AngryArmy with its angry.tribe is preparing to combat climate change at the local community level…...,14,angrywoman514,2023-02-06 21:02:32
1375,"RT @PCarterClimate: NO ANALOG WORLD
Climate indicators past 800,000 yrs 
Scenario projections to 2300
IPCC AR6 WG1 Fig. 1.5
#globalwarming…",8,0,463,"Celtic Seer & Geek IC4U
Prophet & Disabled Genius
The Canadian Holder of Crown Prerogative:  ""The Powers and Privileges Accorded by the Common Law to the Crown""",27,DyslexicKnight,2023-02-06 21:02:21
1376,"Undaunted by Jail Threat, Greenpeace Activists Continue Protest on Shell North Sea Platform https://t.co/YV7KFMruYh… https://t.co/DpxihoXd7C",0,0,685,Owner - https://t.co/hOXswgGKEP 24/7 CULTURE #antiMAGA #bluewave #democracy #polls #trends #civilrights #elections #ukraine #climateNOW #globalwarming #Jewish #BLM #metoo,925,2023Culture,2023-02-06 21:02:13
1377,"RT @Wild_Ecol_Cons: New #PhD opportunity working on African antelope and #ClimateChange. Please share!

Supervised by Robyn Hetem (@WitsUni…",20,0,898,Assoc Prof Landscape Ecology & Management. Head of TROPical LandScapes lab ☀️ https://t.co/M5YZ7kNIXd… Puzzled mum of four.,1885,marion_pfeifer,2023-02-06 21:02:00
1378,RT @kylepowyswhyte: Interested in #climatejustice and #climatechange action for Indigenous peoples- highly recommended! @aihec is recruitin…,45,0,1647,"Yup’ik. Sāmoan. Civil Engineering + Anthro @Columbia researcher studying the intersections of ice, plant ecology, & resilience ropati.charitie@gmail.com",15350,charitieropati,2023-02-06 21:01:46
1379,"RT @OrnithoAle: 📣 Our new article about 🇨🇴 #biodiversity is out!📣 

Our main findings:
1. Many actors and sectors govern #biodiversity via…",80,0,812,🇨🇴 | Biodiversidad | Datos Abiertos | Ciclópata,598,daiesco,2023-02-06 21:01:36
1380,"RT @Sgtnewsnetwork: ⚠️ #HAARP being used to accelerate the #climateChange agenda, and humanity is paying for it. 
We need to all come toget…",306,0,5000,"اللهم كما سيّرت الجبال سيّر لي رزقي ونصيبي وأكرمني بكرمك وأعطني ما أتمنى...
حسبنا الله ونعم الوكيل.",240,MBkny4life,2023-02-06 21:01:24
1381,"Prevention instead of reaction. 🌍 ""Africa – the continent that is most vulnerable to #climatechange despite having… https://t.co/KnvYwvuPVE",0,1,368,CEO & Co-Founder of @Nexleaf. @TEDFellow. @Tallberg Eliasson Global Leader. Advocate for data decolonization and country-led health solutions.,857,NithyaRamanath1,2023-02-06 21:01:02
1382,"RT @CodeRedEarth: New study shows ATMOSPHERIC RIVERS can be blamed for 1/3 of Arctic's wintertime sea ice loss.
Climate change is amplifyin…",18,0,494,Concerned citizen of Earth - will not go quitely,191,burninoutloud,2023-02-06 21:00:56
1383,"RT @CleanAirFund: #AirPollution can cause dry soil to expel carbon and contribute to #ClimateChange, new @UCRiverside research suggests.

E…",5,0,982,"Global Campaigner- CATS (Clean Air To Survive)
Labor Candidate for Forets Hill, 2018
Labor Candidate for Menzies, 2013
Chairman, Subcontinent Friends of Labor",322,manojkumar_alp,2023-02-06 21:00:52
1384,"RT @kenbielicki: Climate denial campaign goes retro with new textbook https://t.co/458va5bYYk 

#GOP pols could help #FossilFuel backers by…",8,0,39,Save Earth Activist,16817,Sandeep4Earth,2023-02-06 21:00:51
1385,"RT @Agent131711: 🤔Bill Gates main home is 66,000 sq ft.  Has a 60 ft swimming pool, 6 kitchens, 24 bathrooms (2+4=6), for a total cost of $…",19,0,39,Save Earth Activist,16817,Sandeep4Earth,2023-02-06 21:00:43
1386,"RT @Sgtnewsnetwork: ⚠️ #HAARP being used to accelerate the #climateChange agenda, and humanity is paying for it. 
We need to all come toget…",306,0,242,,39,Crystal32767172,2023-02-06 21:00:30
1387,"RT @CodeRedEarth: New study shows ATMOSPHERIC RIVERS can be blamed for 1/3 of Arctic's wintertime sea ice loss.
Climate change is amplifyin…",18,0,39,Save Earth Activist,16817,Sandeep4Earth,2023-02-06 21:00:25
1388,"RT @MoyzenFarmer: Sustainable agriculture based on agroforestry, growing trees among crops, is multi-functional and diversified and based o…",5,0,39,Save Earth Activist,16817,Sandeep4Earth,2023-02-06 21:00:14
1389,"RT @FrasierHarry: @StephanPetersNL According to the University of Oxford:
Going #Vegan is the single biggest thing anyone of us can do to h…",33,0,39,Save Earth Activist,16817,Sandeep4Earth,2023-02-06 21:00:10
1390,"Crop Booster is going to be that change for agriculture.
https://t.co/UyibNoDzC3

#HarvestHarmonics #agriculture… https://t.co/O6837hJ2u4",0,0,818,"We help farmers to increase their crop yield, profit and improve the quality of their products. We have the most advanced crop booster technology in agriculture",490,harvestharmonic,2023-02-06 21:00:08
1391,"RT @ThatAngryarmy: Northeast sees coldest air, lowest wind chills in decades https://t.co/QMpZMQNGbW #ClimateChange https://t.co/8ll7ecTDLM",4,0,1191,"We are focused on climate change, and our mission is to help local communities address the issue through grassroots activism.",840,angryman1972,2023-02-06 21:00:04
1392,"Can you use Green Energy without sacrificing comfort? Absolutely. Not only that, but you can reduce dependency on t… https://t.co/8ukgsiRtwJ",2,3,3756,"We are your digital partner for sustainability and efficiency, ensuring Life Is On, for homes, buildings, data centers, infrastructure and industries.",45586,SchneiderNA,2023-02-06 21:00:01
1393,"RT @Sgtnewsnetwork: ⚠️ #HAARP being used to accelerate the #climateChange agenda, and humanity is paying for it. 
We need to all come toget…",306,0,11061,Jesus is Lord. #MAGA PhD UNL; Retired AmLit Prof Sophia Univ. Living in Japan. US Army 1967-69 GAB: @MountainPear GETTR: @SenninMountain NO DMs FM NEW FOLLOWERS,10530,weltec2,2023-02-06 21:00:01
1394,#ClimateChange means there are more extreme weather events every year and those events have a negative impact on ou… https://t.co/8ueZbx9YiT,0,0,816,Get the latest news and info about HomeServe activities around the U.S.  Visit @HomeServeUSA for household tips and questions about your service plan.,244,HomeServeUSNews,2023-02-06 21:00:00
1395,#ClimateChange means there are more extreme weather events every year and those events have a negative impact on ou… https://t.co/88wKio1f0b,0,0,651,Helping community leaders educate residents about their service line responsibilities while providing an affordable solution to cover expensive repairs.,173,ServiceLinePtnr,2023-02-06 21:00:00
1396,"Northeast sees coldest air, lowest wind chills in decades https://t.co/QMpZMQNGbW #ClimateChange https://t.co/8ll7ecTDLM",4,1,2234,AngryArmy is a social enterprise with a mission to combat climate change. We are committed to making a difference and are passionate about protecting our planet,1880,ThatAngryarmy,2023-02-06 20:59:34
1397,"RT @CherisseDuPreez: #ClimateChange is impacting the deep. 

Learn more about how at @LindsayMSea #IMPAC5 presentation “Managing for a Low-…",2,0,703,"From the atom to the universe, from the cell to the ecosystem, from the theoretical to the applied, we explore the reaches of modern science and mathematics.",1778,UVicScience,2023-02-06 20:59:30
1398,"RT @OrnithoAle: 📣 Our new article about 🇨🇴 #biodiversity is out!📣 

Our main findings:
1. Many actors and sectors govern #biodiversity via…",80,0,328,"Biology student
.
.
.
Living at the sea
.
""...rerum natura nusquam magis quam in minimis tota sit"" Pliny The Elder",60,roysh_m,2023-02-06 20:59:00
1399,"RT @Sgtnewsnetwork: ⚠️ #HAARP being used to accelerate the #climateChange agenda, and humanity is paying for it. 
We need to all come toget…",306,0,2007,"lid FvD, Oprecht en eerlijkheid. Half Molukker en half Nederlander. Strijden tegen onrecht zit in het bloed!",1308,Pattynama,2023-02-06 20:58:52
1400,"RT @uniper_energy: 𝐓𝐡𝐞 𝐢𝐦𝐩𝐚𝐜𝐭 𝐨𝐟 𝐠𝐫𝐞𝐞𝐧𝐡𝐨𝐮𝐬𝐞 𝐠𝐚𝐬𝐞𝐬 𝐨𝐧 𝐜𝐥𝐢𝐦𝐚𝐭𝐞 𝐜𝐡𝐚𝐧𝐠𝐞 🔄

Which #GreenhouseGas do you think has the biggest impact on #Climate…",89,0,84,"I'm a retired Systems analyst with AT&T
Lifetime union member
Habitat for humanity volunteer
Lover of life",60,JudithWallon,2023-02-06 20:58:47
1401,"RT @EpochTimes: The @USDA’s Foreign Agricultural Service reported an “exceptional” 2022 due to increasing agricultural trade, which is enha…",6,0,259,,132,citosquilt8,2023-02-06 20:58:42
1402,"#ClimateChange is boosting Mankind to avys https://t.co/mtCW5Kaca7
#ClimateCrisis #ClimateCollapse… https://t.co/bMBjpVYt3h",0,0,1705,"Qui no li cal aprendre més no ha après res - Who will not need to learn more, she/he has learned nothing: E. Canetti",1443,rpujolvives,2023-02-06 20:58:28
1403,"RT @MikeHudema: Dear Humanity, #ClimateChange threatens our existence. 
If we don't act soon there'll be catastrophic biodiversity loss &amp; u…",506,0,2666,"I like environment, animals, plant-based food and health so here we are..",1453,Afterstorm13,2023-02-06 20:58:17
1404,"#ClimateChange is putting human future as nothing https://t.co/mtCW5Kaca7
Q&amp;A: How is #Arctic warming linked to the… https://t.co/23GMscnG3x",0,0,1705,"Qui no li cal aprendre més no ha après res - Who will not need to learn more, she/he has learned nothing: E. Canetti",1443,rpujolvives,2023-02-06 20:58:06
1405,RT @mjordan1995: #Climatechange has proven to have a multitude of consequences. One underappreciated consequence is its effects on the vuln…,4,0,502,"Program Coordinator @CarnegieEndow | Democracy, Conflict, and Governance @CarnegieDCG | this is me trying",84,savwallace,2023-02-06 20:58:05
1406,Have you heard about the ARC-X system from @EPACommunities? It's designed to help local government officials antici… https://t.co/6aGt1vXr5N,0,2,699,"Science news, links, and conversation from the US Environmental Protection Agency's Office of Research and Development (ORD). RTs /mentions are not endorsement.",104026,EPAresearch,2023-02-06 20:58:02
1407,"RT @FairventuresUg: ""With each #tree we plant, we're fighting against #climatechange and securing a better tomorrow.""  #planttrees #Climate…",5,0,39,Save Earth Activist,16817,Sandeep4Earth,2023-02-06 20:58:01
1408,"RT @PCarterClimate: NO ANALOG WORLD
Climate indicators past 800,000 yrs 
Scenario projections to 2300
IPCC AR6 WG1 Fig. 1.5
#globalwarming…",8,0,488,“Warning: The Surgeon General Has Determined That Cigarette Smoking Is Dangerous to Your Health.”🚭,149,JB250007,2023-02-06 20:57:58
1409,How McHenry County feels about climate change https://t.co/6TCE7O3R4T #climatechange #climateaction #climatecrisis… https://t.co/yAogBBAulC,0,0,685,Owner - https://t.co/hOXswgGKEP 24/7 CULTURE #antiMAGA #bluewave #democracy #polls #trends #civilrights #elections #ukraine #climateNOW #globalwarming #Jewish #BLM #metoo,925,2023Culture,2023-02-06 20:57:12
1410,"RT @UNDP: Terms used to discuss #ClimateChange can be daunting.

That's why we've prepared an easy-to-understand resource for anyone wishin…",133,0,39,Save Earth Activist,16817,Sandeep4Earth,2023-02-06 20:57:07
1411,RT @UChicagoPME: New from UChicago researchers—chameleon-like building materials that change color to conserve energy. Learn how these “ele…,8,0,3137,Outsider/Insider #CivicEngagement #HigherEd #UChicago #Edu #Chicago #Southside | ✶ ✶ ✶ ✶ | Always #Reading | Opinions mine alone | RT just RT,2990,shazrasul,2023-02-06 20:57:04
1412,"What role does private &amp; government funding play in fighting #climatechange, cutting #carbonemissions, &amp; deploying… https://t.co/EplkVZwl7j",0,1,482,"Leveraging our expertise in air sensing technology, IoT devices, & data analytics to make air quality monitoring accessible and actionable.",707,JoinClarity,2023-02-06 20:56:59
1413,"RT @moderateRepand1: #ClimateChange NOT AN ISSUE
HOW I CONVENIENT?!? 
National Oceanic &amp; Atmospheric Administration #NOAA has reported that…",12,0,39,Save Earth Activist,16817,Sandeep4Earth,2023-02-06 20:56:51
1414,"The great cities are in great threat in #ClimateChange age https://t.co/7hFs4OozJa
This city shouldn’t be here https://t.co/bLr8WKkV60",0,0,1705,"Qui no li cal aprendre més no ha après res - Who will not need to learn more, she/he has learned nothing: E. Canetti",1443,rpujolvives,2023-02-06 20:56:26
1415,"RT @VAGeogAlliance: ⭐️Exploring Virginia's coasts and beaches
⭐️Having fun with other K-16 educators from Virginia and Maryland
⭐️Learning…",1,0,133,Social Studies educators committed to strengthening pedagogy and advocating for excellence in the discipline of history.,373,theVaSSLC,2023-02-06 20:56:24
1416,"RT @EIA_News: The world is creating more single-use #plastic waste than ever, @minderoo report finds 

https://t.co/0Z3eprdIAw

#pollution…",7,0,39,Save Earth Activist,16817,Sandeep4Earth,2023-02-06 20:56:12
1417,"RT @InvestigateEar1: If you think the Dutch Farmers are the only ones that will lose their farm in the name of climate change, you better t…",23,0,39,Save Earth Activist,16817,Sandeep4Earth,2023-02-06 20:56:02
1418,"RT @imagine_garden: Politics, differences of religion or race, all that fades away when we are confronted with the awesome power of nature,…",7,0,8709,"Energy Dependence Day - Two countries, different in almost every way, yet bound by the common thread of oil. #author #book #ebooks #thriller",8621,EnergyDepDay,2023-02-06 20:55:54
1419,You will read my mind.. https://t.co/Q9kqhnxheW #goodmusic #musiclife #musicmake #newmusic #musicvideo #viralvideo  #SunakOut #ClimateChange,0,0,1393,#ClimateChange #freemusic #acousticmusic #NowPlaying #followback #ClimateAction #GTTO #ToriesOut,8355,wildbluethistle,2023-02-06 20:55:47
1420,"RT @WorldBankWater: 🔴HAPPENING NOW: Live discussion &amp; report launch on freshwater storage.

""Effective water storage is going to be absolut…",11,0,1524,"Working with Climate Change Action, Gender Equality, supporting overall Planetary Health @WBGClimate @Sida @HomewardBound16 #TEAMHB5 -Tweets are my own  ❤️🎾",2282,anamgren,2023-02-06 20:55:38
1421,"RT @UNDP: Terms used to discuss #ClimateChange can be daunting.

That's why we've prepared an easy-to-understand resource for anyone wishin…",21,0,39,Save Earth Activist,16817,Sandeep4Earth,2023-02-06 20:55:25
1422,"NOT IN #EasthamptonMA! @MayorLachapelle, City Council &amp; State Rep @Rep_Carey pump out PR about #ClimateChange. But… https://t.co/IdxyF6uHPL",0,0,319,"Monitoring & archiving progress locally & beyond on bike infrastructure, environmental issues & strategies addressing climate change and biodiversity loss.",87,ZeroEmissionIn1,2023-02-06 20:55:08
1423,"#ClimateChange is a time evolution due to our hand https://t.co/iBgf28fNNg
#CO2 is 50% higher than pre-industrial a… https://t.co/t2WClgxfbS",0,0,1705,"Qui no li cal aprendre més no ha après res - Who will not need to learn more, she/he has learned nothing: E. Canetti",1443,rpujolvives,2023-02-06 20:55:04
1424,"#ClimateChange is a bad news who nobody wants to talk https://t.co/onudW5s7qG #ClimateCrisis #ClimateAction 
FASTER… https://t.co/PqevZbQqb7",0,0,1705,"Qui no li cal aprendre més no ha après res - Who will not need to learn more, she/he has learned nothing: E. Canetti",1443,rpujolvives,2023-02-06 20:54:45
1425,"RT @greenprosperous: How does climate change threaten global food production?
 https://t.co/gHhKpUttUo 

#climatechange #globalwarming #env…",1,0,5000,"A youth organization promoting climate action (SDG 13) and gender equality ( SDG 5)



directorgreeninstitute@gmail.com




+263 776 253 811",3836,GreenInstitute2,2023-02-06 20:54:39
1426,RT @UChicagoPME: New from UChicago researchers—chameleon-like building materials that change color to conserve energy. Learn how these “ele…,8,0,1553,"We tell the stories behind the research and breakthroughs reshaping our world. Produced at @UChicago. @CASEadvance ""Grand Gold"" & @Adweek ""Best Brand Podcast""",1224,BigBrainsUC,2023-02-06 20:54:15
1427,"This is how one man or woman can change the world.

https://t.co/EpVgtisLmh 

#Covid1984 #ClimateChange #Treason",0,0,1914,"Seeking truth in a world full of nonsense.

Bastyon: https://t.co/iJ64NkFsON
https://t.co/govbikGgFC https://t.co/ty0x1ESIpX",1722,nonsense_planet,2023-02-06 20:53:48
1428,"RT @PCarterClimate: 3 TIPPING POINT PAPERS WARMING MUST GET BACK TO 1.2°C
To avoid multiple cascading irreversible tipping points-global wa…",73,0,894,Software synthesist with experience from the beginnings of Xerox PARC and Apple.,496,Bruce_Horn,2023-02-06 20:53:44
1429,"RT @FrasierHarry: According to the University of Oxford:
Going #Vegan is the single biggest thing anyone of us can do to halt #climatechang…",45,0,484,"Animal Lover, UFC Superfan, World Traveler, etc.",46,rodes_linda,2023-02-06 20:53:30
1430,"RT @ICRAF: Tropical countries with vast stretches of #wetlands have major #climatechange mitigation potential, but it can be difficult to a…",10,0,88,"Combating Financial and Cyber Crime in Africa Through Technology .
Check out our dashboard on Github. https://t.co/e41Tm7jeYz",44,747Security,2023-02-06 20:53:26
1431,"RT @ClimaJoes: Environment is no one’s property to destroy; it’s everyone’s responsibility to protect. 
     – Mohith Agadi
#environment #n…",14,0,88,"Combating Financial and Cyber Crime in Africa Through Technology .
Check out our dashboard on Github. https://t.co/e41Tm7jeYz",44,747Security,2023-02-06 20:53:14
1432,"RT @TheClimateers: Get ready to save the world on Redemption Island! Join the Climateers on a journey to fight climate change, explore uniq…",148,0,60,NFT holder of CryptoPunk #1034 by @larvalabs - Covering the top 💰,19,Sntg_Dudgeon,2023-02-06 20:52:57
1433,"RT @AllanMargolin: If #ClimateChange The Cause?

Huge chunk of plants, animals in U.S. at risk of extinction

https://t.co/yfkW5uiJ5c

@ele…",2,0,7137,"https://t.co/ozM0mcIO96 US Army Veteran, Fighting For Our Rights, #LGBTQ, #Resistance, Proud Democrat. #VoteBlue, I support Ukraine 🇺🇦 🌊🌎⚢🌈 🇺🇸",6494,BrendaWestcott2,2023-02-06 20:52:54
1434,"RT @Sgtnewsnetwork: ⚠️ #HAARP being used to accelerate the #climateChange agenda, and humanity is paying for it. 
We need to all come toget…",306,0,74,"Aquaponics farmer, developed safe velocity for cautionary speed limits, all around good guy...",2,whatitwist,2023-02-06 20:52:18
1435,"RT @BerkeleyLab: Researchers have developed a link between storm conditions in the atmosphere with forest mortality on land, helping fill a…",10,0,392,"I have broad research interests in theoretical and applied plant ecology, and more specifically in the ecology and management of tropical forest.",149,JopaulPanzou,2023-02-06 20:52:09
1436,"RT @FreeToTweet1975: @sfpelosi @WCKitchen LOL. The daughter of drunken inside-trader @SpeakerPelosi, and perverted Paul, purports that #cli…",4,0,39,Save Earth Activist,16817,Sandeep4Earth,2023-02-06 20:51:44
1437,#News #MāoriParty #Auckland #climatechange Waititi applies lunar approach to climate change https://t.co/Fk5JiaKHK1,0,0,938,Aucklands' Urban Maori Radio & News Station,5293,waateanews,2023-02-06 20:51:33
1438,"RT @MikeHudema: Dear Humanity, #ClimateChange threatens our existence. 
If we don't act soon there'll be catastrophic biodiversity loss &amp; u…",506,0,4074,"Minimalism, health, organic healthy plant-based food, nature, environment, privacy, transparency, animal & human rights Ⓥ, UBI, renewables, etc. Language: en/fi",5157,Dragofix,2023-02-06 20:51:13
1439,"RT @UNESCO: 🧊Glaciers are melting.
🪸 Coral reefs are bleaching. 
🌊Low-lying atolls are submerging as sea levels rise. 

#ClimateChange has…",109,0,39,Save Earth Activist,16817,Sandeep4Earth,2023-02-06 20:50:55
1440,"RT @Sgtnewsnetwork: ⚠️ #HAARP being used to accelerate the #climateChange agenda, and humanity is paying for it. 
We need to all come toget…",306,0,279,"Let everything happen, as if you have a choice.",223,DaniMedia360,2023-02-06 20:50:54
1441,"RT @OrnithoAle: 📣 Our new article about 🇨🇴 #biodiversity is out!📣 

Our main findings:
1. Many actors and sectors govern #biodiversity via…",80,0,39,Save Earth Activist,16817,Sandeep4Earth,2023-02-06 20:50:51
1442,"RT @MikeHudema: Not all farms are small and cozy....

This is the true scale of how farm animals are raised in parts of the United States.…",611,0,39,Save Earth Activist,16817,Sandeep4Earth,2023-02-06 20:50:46
1443,"NO ANALOG WORLD
Climate indicators past 800,000 yrs 
Scenario projections to 2300
IPCC AR6 WG1 Fig. 1.5… https://t.co/VkzUGeRdw0",8,18,172,"Director Climate Emergency Institute, IPCC expert reviewer, Co-author Unprecedented Crime, published on climate change, sustainable development, biodiversity,",23238,PCarterClimate,2023-02-06 20:50:42
1444,"RT @Sgtnewsnetwork: ⚠️ #HAARP being used to accelerate the #climateChange agenda, and humanity is paying for it. 
We need to all come toget…",306,0,11437,Just a good ol Christian who’s been happily married 21 years! #KAG #sheepfarmer #proudfather #veteran #logisticsmanager #followerofJesusChrist #Trumpbaby #MAGA,10712,saltyrepublica2,2023-02-06 20:50:41
1445,RT @TheB1M: New York's Governors Island is to be transformed into a public laboratory focused on tackling climate change - https://t.co/dUM…,9,0,112,"...Let everything happen to you. Beauty and terror, just keeping going... no feeling is final...         -RAINER MARIA RILKE",9,leonjoej,2023-02-06 20:50:39
1446,"RT @josAtKIT: Methodology exists, but no principle, for Dynamical Detrainment. It is a meteorological approach, not for climatology. RDC co…",1,0,1,We are Kaleidoscheme.  A global IT company supporting worldwide potential IT projects by individuals and small groups.,1,kaleidoschemeEE,2023-02-06 20:50:05
1447,"RT @UNDP: Terms used to discuss #ClimateChange can be daunting.

That's why we've prepared an easy-to-understand resource for anyone wishin…",21,0,787,Climate Change Activist/Business Development Expert Executive Director @Nicraorg                            Co-Founder @CACOINigeria                    MD LIG,67,abdul_ageidam,2023-02-06 20:49:42
1448,Former prime minister Tony Abbott continues to show he has his finger on the pulse of the nation by joining a UK cl… https://t.co/S6L9vkKUM2,0,1,3023,Comments on Australian politics. Anonymous for a reason.,1089,AusCommenter,2023-02-06 20:49:42
1449,"RT @uwearthlab: After the success of last December’s #climatechange Lightning Talks, we’ve been asked by numerous faculty and staff researc…",12,0,485,Tweeted by PCC Director and Undergrad Assistants,1423,UWPCC,2023-02-06 20:49:23
1450,Using Drones to Monitor Tropical Forests in 3 Dimensions #remotesensing #drones #trees #tropicalforest… https://t.co/B74I4cwbHd,0,0,0,"Delivering innovations in remote sensing applications. Our mission - Evolve the science, business and technology of applied geospatial analytics.",87,HySpeedGeo,2023-02-06 20:49:00
1451,RT @TheB1M: New York's Governors Island is to be transformed into a public laboratory focused on tackling climate change - https://t.co/dUM…,9,0,4992,"Prince of the Eeveenian Empire, strongly fears Christo-Facism 
21 3/4 IRL 

PFP by @BajaGryphon
SW-8177-9883-7101",1515,mlpeh_Flayre,2023-02-06 20:48:44
1452,Heat pumps are more efficient and don't use fossil fuels like gas furnaces do.  This is an important milestone in m… https://t.co/GzQY0SiWvZ,0,0,620,"Adjunct @bellarmineU @UofL Assoc Dir @PESCLouisville, founder @KentuckyIPL & @LouEarthWalk, @RacingLouFC fan #climatechange  #locavore living simply",551,TimJDarst,2023-02-06 20:48:06
1453,"RT @HavaClimate: New Climate News: 

Researchers analyze resources, demographics and disruption in energy transition -- ScienceDaily

#clim…",1,0,0,"Free thinker, not afraid to call out bullsh*t when I see it, MAGA!!, Patriot.",2610,climate_fact,2023-02-06 20:48:02
1454,"RT @ICRAF: Tropical countries with vast stretches of #wetlands have major #climatechange mitigation potential, but it can be difficult to a…",10,0,119,"Computer Programming, Consultancy, Training, Certification and Related Activities. #sdg #education #tutorials",19,officialnisg,2023-02-06 20:47:41
1455,"New Climate News: 

Researchers analyze resources, demographics and disruption in energy transition -- ScienceDaily… https://t.co/AvWh3nD4f6",1,0,550,A climate impact organization.,96,HavaClimate,2023-02-06 20:47:32
1456,"RT @ClimaJoes: Environment is no one’s property to destroy; it’s everyone’s responsibility to protect. 
     – Mohith Agadi
#environment #n…",14,0,119,"Computer Programming, Consultancy, Training, Certification and Related Activities. #sdg #education #tutorials",19,officialnisg,2023-02-06 20:47:29
1457,RT @kylepowyswhyte: Interested in #climatejustice and #climatechange action for Indigenous peoples- highly recommended! @aihec is recruitin…,45,0,2172,"Scholar of empire, militarization, and #EnvHum in Oceania. Teaches at Harvard @HistLit. All opinions my own. She/they. Aloha ʻĀina.",1299,RebeccaHogue,2023-02-06 20:47:19
1458,RT @arikring: @Hazloe3 @ProfStrachan @ECOWARRIORSS @ChristineMilne @ristori20 @mzjacobson @charluv2011 @BSuhic @NJdoc @ddelich @elder_jodi…,485,0,7787,"New's, Information & Opinion / Interactive On Surging Global #ElectricFueledVehicle, #RenewableEnergy, #EnergyStorage, #Sustainability, #AI & #IoT Industry's",7077,AmazingChevVolt,2023-02-06 20:47:11
1459,New York's Governors Island is to be transformed into a public laboratory focused on tackling climate change -… https://t.co/sqIZv7GFQk,9,33,3924,"The world's largest, most subscribed-to (and best) video channel for #construction. 2.7M+ YouTube subscribers. New videos on Wednesdays - https://t.co/a5Vr9hffyO",60416,TheB1M,2023-02-06 20:47:01
1460,February 6th in eastern Kentucky; how can you not love #climatechange? https://t.co/FT53sXAiO3,0,0,589,"Republican, conservative, libertarian (not Libertarian), Catholic. If you can't figure out my pronouns from my picture, you aren't too bright.",716,Dana_TFSJ,2023-02-06 20:46:30
1461,Lotus Spins Off EV Division in $5.4 Billion SPAC Deal https://t.co/YslY1vqRqE #Tesla #EV #ClimateChange #Renewables #RenewableEnergy,0,0,976,"Zulu, X-ray, Charlie etc... Enthusiastic EV driver & advocate. Failed techblogger. Failed YouTuber. I like yellow. Get your Elon's Song NFT here:",243,Zxcxz_xyz,2023-02-06 20:46:26
1462,"RT @Sgtnewsnetwork: ⚠️ #HAARP being used to accelerate the #climateChange agenda, and humanity is paying for it. 
We need to all come toget…",306,0,65,,25,panda_ursulet,2023-02-06 20:46:16
1463,"RT @siwi_water: 📣 Join us for a series of discussions to unpack #freshwater's role in #ClimateChange mitigation.

The first webinar explore…",2,0,2693,"United Nations Water: Coordinates the UN’s work on water and sanitation for a better world.
#WorldWaterDay #WorldToiletDay #WaterAction #Goal6 #WaterFact",105581,UN_Water,2023-02-06 20:45:52
1464,@BBCPanorama Great expose! Shame this level of water and electricity footprint wasn’t included in any of the… https://t.co/d0x7uIGiTI,0,1,92,"“Creating my own sunshine"" 💕 Belgian Malinois owner; Sanddancer, Brexiteer, CoE, Tory & Proud; MY comments MY views GETTR convert @mammaham",4169,mammaham,2023-02-06 20:45:51
1465,"Looking for a creative project to study  #climatechange with your students? 🧑‍🏫

What about letting them collaborat… https://t.co/dwnNWJexBd",2,2,321,EcoPodcasts: Erasmus+ project (2021-1-BG01-KA220-SCH-000027685) using students podcasts for adopting sustainable & environmental-friendly living habits.♻️,100,EcoPodcasts,2023-02-06 20:45:41
1466,RT @mjordan1995: #Climatechange has proven to have a multitude of consequences. One underappreciated consequence is its effects on the vuln…,4,0,2120,"@TheWilsonCenter's Environmental Change & Security Program explores environment & health’s connections to development & security.

🔗 https://t.co/NQMr0kjNIj",7391,NewSecurityBeat,2023-02-06 20:45:39
1467,RT @tm_kavanagh: Presentation at ⁦@ottawacity⁩ for councillors. If these 2 slides don’t make us wake up to the reality of #climatechange I…,6,0,247,"Hello everyone, I am a Climate Crisis bot. 🤖 
I retweet hashtags #climatecrisis and #climatechange.
Because it matters. 🌍",416,ClimateCrisis_B,2023-02-06 20:45:04
1468,"New satellite to police #co2 emitters from space. We’re in for a suprise! 
#climatechange  https://t.co/7bcN8P1lHZ",0,0,1562,"Sustainability Strategy, Responsible Investing, Impact Investing, ESG, Circular Economy, Renewable Energy, Climate Change, Biodiversity",383,xavguzm,2023-02-06 20:45:01
1469,"How does climate change threaten global food production?
 https://t.co/gHhKpUttUo 

#climatechange #globalwarming #environment",1,0,4648,"Kelly​ P: professor, mom, author, blogger. Join the list at https://t.co/ksew7E6oDo to access our Free Resources library for #healthylifestyles #greenliving #garden",2670,greenprosperous,2023-02-06 20:45:00
1470,RT @ThatAngryarmy: Verra Holds Crediting for CDM Rice Cultivation Methodology https://t.co/JVUMXfjuCC #ClimateChange https://t.co/yomxNLjRS8,4,0,554,"Governments are dragging their feet. AngryArmy & angry.tribe are on a mission - climate change info, calling out deniers & greenwashers & local green projects.",241,angryman113,2023-02-06 20:44:32
